	egg(transcript)	egg(UTR5)	egg(CDS)	egg(UTR3)	1cell(transcript)	1cell(UTR5)	1cell(CDS)	1cell(UTR3)	4cell(transcript)	4cell(UTR5)	4cell(CDS)	4cell(UTR3)	64cell(transcript)	64cell(UTR5)	64cell(CDS)	64cell(UTR3)	sphere(transcript)	sphere(UTR5)	sphere(CDS)	sphere(UTR3)	shield(transcript)	shield(UTR5)	shield(CDS)	shield(UTR3)
NM_001045258	0.3078909415971394	NULL	0.29969249394673125	0.3286767676767676	0.377487743871936	0.41952884615384617	0.37528152101400936	0.3747979797979799	NULL	0.2593548387096774	NULL	0.30550000000000005	NULL	NULL	NULL	0.2632272727272727	0.29252372372372376	0.2974949494949495	0.2794846153846154	0.3298055555555556	NULL	0.2675094339622642	NULL	0.32719696969696965
NM_001111220	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.28630897832817337	NULL	NULL	0.289027027027027
NM_001111226	0.315369654364382	0.3828691588785047	0.2907424023154848	0.3261452145214522	0.35483029947152084	0.3800194174757281	0.3510260492040521	0.3548679867986799	0.2922027027027027	0.30313725490196075	0.27426772793053544	0.3046094609460946	0.2591809635722679	0.281078431372549	0.2459189580318379	0.2668052805280528	NULL	0.32287179487179485	NULL	NULL	NULL	NULL	NULL	NULL
NM_001111227	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.26356389452332657	NULL	0.3058524590163934	NULL
NM_001008641	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2710074887668497	NULL	0.2676968253968254	0.2668166915052161
NM_001008640	NULL	NULL	NULL	0.2863205128205128	NULL	NULL	NULL	0.34623076923076923	0.2649277833500501	0.2706271186440678	0.2639151061173533	0.2667051282051282	0.22954297872340426	0.2774893617021276	0.22383250249252246	0.2451923076923077	0.2753228476821192	0.2963543307086613	0.2715832502492523	0.2891666666666667	NULL	NULL	NULL	NULL
NM_001008643	0.29380244897959185	0.27116161616161616	0.2803775671406004	0.326748730964467	0.35323960880195604	0.38482	0.3425466034755134	0.3543883248730965	0.25866693811074914	0.24696019900497515	0.2676050552922591	0.25027918781725883	0.25392345276872963	0.2836169154228856	0.23642654028436025	0.2668857868020305	0.2919340390879479	0.3332089552238805	0.2874691943127962	0.2780507614213198	0.2765490877497828	0.3026315789473684	0.2781269841269841	0.2617005076142132
NM_001037226	0.308533827618165	NULL	0.2980997229916897	0.3296358543417367	0.3468324125230202	NULL	0.3516460905349795	0.33700280112044817	0.29732291666666666	NULL	0.3005793991416309	0.2909467787114845	0.2621358490566037	NULL	0.2593669985775249	0.2675882352941176	0.3048832252085264	NULL	0.3114432132963989	0.29161624649859946	0.29608157389635315	NULL	0.3009912408759124	0.2866610644257703
NM_001008645	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.23807079646017695	NULL	NULL	NULL	0.25831481481481483	NULL	NULL	NULL	NULL
NM_001008644	0.30666681554265296	0.28174393530997305	0.2860273760330579	0.32933118378627363	0.35627660049074283	0.34596808510638294	0.3307944214876033	0.3807858129894057	0.2955315638450502	0.2808848484848485	0.2878167757287329	0.3037314601566099	0.2556011485251892	0.22070486111111112	0.23801530612244898	0.27134408106863195	0.2975703142411411	0.2969868421052631	0.28716322314049586	0.3069530170428374	0.2848637031594416	NULL	NULL	0.2882686781609195
NM_001008647	0.2595129482071713	NULL	0.2540660522273425	0.2695580736543909	0.31547211895910776	NULL	0.317818	0.3006506024096385	NULL	NULL	NULL	0.3033362573099416	NULL	NULL	NULL	0.2490808383233533	0.2776258366800536	0.2854634146341463	0.2765698005698005	0.27960250000000003	NULL	NULL	NULL	NULL
NM_001037222	0.2964452749599573	0.4760394736842105	0.2906472819216182	0.2756232558139535	0.33420320000000003	0.4362051282051281	0.33233628318584074	0.31093488372093026	0.2838599785407725	0.3760298507462687	0.28260176991150443	0.2643953488372093	0.2479810298102981	NULL	0.2469734513274336	0.2293767441860465	0.2938853333333333	0.4032179487179488	0.2937591656131479	0.2551488372093023	NULL	NULL	NULL	NULL
NM_001130192	0.27030699774266365	0.281046568627451	0.2075225225225225	0.2807536682970209	0.3167248950597352	0.33866336633663363	0.29020495495495496	0.3180195642507781	0.2427165430506288	0.2430857843137255	0.22111936936936932	0.2469132947976879	0.2307255723960013	0.2562794117647059	0.20850225225225225	0.2304771009337483	0.2432025153176395	0.2981936274509803	0.26079954954954954	0.2297523343708315	0.2376749435665914	0.2867867647058824	0.24125	0.22805958203646065
NM_001123283	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2726460348162476	NULL	0.2726460348162476	NULL	NULL	NULL	NULL	NULL
NM_001003883	0.2927367544151949	0.3666100795755968	0.2821230945121951	NULL	0.3443632721202003	0.4412794520547945	0.330912927756654	NULL	0.2753167965981573	0.3124310344827586	0.2710659557661927	NULL	NULL	NULL	NULL	NULL	0.2746065512048193	0.2963768115942029	0.2720819327731093	NULL	NULL	NULL	NULL	NULL
NM_001109829	0.1769881516587678	NULL	0.16835393258426964	0.22356060606060604	0.194072463768116	NULL	0.18848275862068964	0.22354545454545455	0.2075	NULL	0.19862254901960785	0.2024090909090909	0.18665630114566284	0.2959583333333334	0.16279287305122492	0.1900151515151515	0.22133603896103896	0.3321938775510204	0.19788053097345126	0.2173636363636364	0.24097644927536235	0.2840389610389611	0.231916870415648	0.24687878787878784
NM_001109828	NULL	NULL	NULL	0.3283963815789473	0.3622939778129953	NULL	NULL	0.3904287671232877	NULL	NULL	NULL	0.3045690834473324	NULL	NULL	NULL	0.27633773861967703	0.2894405860010852	0.2565660377358491	0.2902407231208373	0.2906603518267929	NULL	NULL	NULL	NULL
NM_001242942	0.3031300138312586	NULL	0.29939907904834995	0.3371258741258741	0.3323651338366506	NULL	0.33909284627092845	0.2705454545454546	0.2778945054945055	NULL	0.28441898527004905	0.2221398601398601	0.24549642857142864	NULL	0.24259188544152746	0.271027972027972	0.2686468144044321	NULL	0.2760945426594927	0.20088811188811195	NULL	NULL	NULL	NULL
NM_001109824	0.2882557251908397	NULL	0.2790878003696857	NULL	NULL	NULL	0.30327939464493603	NULL	0.2699414814814815	NULL	0.26457129000969937	NULL	0.2532462887989204	NULL	0.2470585009140768	NULL	0.3019684924866699	0.3172029569892473	0.29406109822119103	NULL	NULL	NULL	NULL	NULL
NM_001109826	0.29920840197693577	NULL	0.2970677200902935	0.3141742738589212	0.3350720980533526	0.29845614035087714	0.3185004840271056	0.4237916666666666	0.2727920863309353	0.22783823529411765	0.27084356435643564	0.3059139344262295	0.24378813559322035	0.23851798561151086	0.2393368828654404	0.2656352459016393	0.2982346723044397	0.25871126760563384	0.2984995159728945	0.32011475409836065	NULL	NULL	NULL	NULL
NM_144763	NULL	NULL	NULL	0.2547769516728625	0.3118370874803562	0.3718867924528301	0.3083957151858853	0.3203085501858736	NULL	NULL	NULL	NULL	0.22036749347258489	NULL	0.21894724025974024	0.22834200743494426	0.2708875	0.35328169014084504	0.263478313253012	0.29486245353159857	NULL	NULL	NULL	NULL
NM_181559	0.32305279503105594	0.4377272727272727	0.3077100538599641	0.3293771186440678	0.3429353002070394	0.4168454545454544	0.3378698384201077	0.3394223163841809	0.3073095238095238	0.2957181818181818	0.31251077199281874	0.3009265536723164	0.27182953367875645	0.36432407407407397	0.2670359066427289	0.26526271186440675	0.3257489648033126	0.3728090909090909	0.3342262118491921	0.3050988700564972	0.3283623188405797	0.38609090909090893	0.33585098743267505	0.3076101694915254
NM_200018	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2495252525252525	0.26629873772791024	NULL	0.2650688854489164	0.27612621359223305	0.2703077557755776	NULL	0.26704470802919705	0.296421568627451
NM_200019	NULL	NULL	NULL	0.2947167630057804	0.3321853167554766	NULL	0.3142635467980296	0.3707142857142857	0.2570130718954248	NULL	0.2459534432589719	0.275870182555781	0.23925878962536026	NULL	0.2311339359079704	0.2481314741035857	0.2697035848047084	0.554103448275862	0.2508886397608371	0.3034223107569721	NULL	NULL	NULL	NULL
NM_200016	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.3048235294117647	0.2390949033391916	0.23495652173913045	0.2388937888198758	0.24917647058823525	0.3054853603603604	0.4219558823529411	0.3006330718165359	0.3078431372549019	0.3235320945945946	0.4418088235294118	0.31940012070006035	0.300078431372549
NM_200014	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2189459161147903	0.24152808988764046	0.20439663865546215	NULL	0.2636278563656148	0.3369677419354839	0.2517625418060201	NULL	0.31764957264957266	0.4148596491228069	0.2901003344481606	0.3254421965317919
NM_200015	0.27517899491812536	NULL	0.2388822539949537	0.3550099403578529	0.31603440366972485	NULL	0.2818889823380992	0.3707373949579832	0.2619509582863585	NULL	0.2460201850294365	0.297043137254902	0.22120401146131805	NULL	0.19847771236333053	0.26995652173913043	0.2702226628895184	0.41347191011235945	0.24147098402018505	0.31424024640657083	0.27572413793103445	NULL	0.25974348191757785	0.29411181434599154
NM_200012	0.3120024813895782	0.28891999999999995	0.28489929742388764	0.3323563049853373	0.3360032976092333	0.3631346153846154	0.308807962529274	0.3488929618768329	0.2741106523534269	0.242656862745098	0.2630632318501171	0.2857316715542522	0.2488070898598516	0.26766346153846154	0.22927400468384074	0.2581612903225807	0.29211494252873565	0.4155045871559632	0.2838735362997658	0.2775542521994135	0.2881354252683733	0.36392156862745095	0.2754426229508197	0.2847478005865102
NM_200010	0.3150521008403362	0.34657286432160805	0.2754145299145299	0.338527724665392	0.3670100755667505	0.4060599999999999	0.3284465811965813	0.38658508604206504	0.28414895397489537	0.3097156862745098	0.2562863247863248	0.2991089866156787	0.2656663872590109	0.3012970297029703	0.2377820512820513	0.2768565965583174	0.30362218515429523	0.3385961538461538	0.2639166666666667	0.3252428298279158	0.310936170212766	0.33369021739130433	0.28105341880341883	0.3296711281070745
NM_199608	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2739465648854962	NULL	NULL	NULL	0.2614809160305344	NULL
NM_199609	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.26521228304405875	NULL	0.266848751835536	0.2488235294117647
NM_199602	0.2865224598930481	0.358006711409396	0.2510025125628141	0.3055740540540541	0.3337620320855615	0.40416107382550337	0.2860954773869347	0.3634410810810811	0.2573871657754011	0.31395302013422816	0.2491155778894472	0.2553935135135135	0.2346016042780749	0.3126510067114093	0.2091005025125628	0.2439740540540541	0.2760850267379679	0.3629597315436242	0.2537110552763819	0.2813448648648648	0.2731684491978609	0.3316040268456376	0.27061683417085425	0.2659513513513513
NM_199604	NULL	NULL	NULL	NULL	0.3793215805471125	0.3752602739726028	0.29700874635568514	0.404257785467128	0.3166280023432924	0.3103	0.2929794721407625	0.3240402960526316	0.2747576457010964	0.2774133333333333	0.24514168937329706	0.2833684210526316	0.3194745568896512	0.3478614457831325	0.3059073569482289	0.3196940789473684	0.321516276413478	0.36629761904761904	0.3083051771117166	0.31931661184210525
NM_001083097	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2991754385964913	NULL	NULL	NULL	NULL	0.2693747016706444	NULL	0.3198327702702703	0.3625428571428571	0.3141053639846743	NULL	NULL	NULL	NULL	NULL
NM_212919	NULL	NULL	NULL	0.2796496519721577	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_201499	0.3113260204081633	0.3941460674157303	0.29985947204968944	0.3240154373927959	0.33521122448979584	0.5037865168539325	0.3180163043478261	0.34746483704974274	0.2830409626216078	0.2857195121951219	0.2781956521739131	0.29336878216123496	0.24959498207885306	0.24414634146341466	0.2429479813664596	0.26504631217838764	0.2916286008230453	0.2831917808219178	0.2839759316770187	0.30959176672384225	0.2305528188286809	NULL	0.2302700964630225	0.23115608919382505
NM_201498	NULL	NULL	NULL	0.3357089337175793	0.32564548919949177	NULL	0.3129948096885813	0.3606315789473684	NULL	NULL	NULL	0.2668309859154929	0.2407645861601086	NULL	0.2256577042399173	0.26954527162977865	0.30666666666666664	0.30443820224719104	0.3006966666666667	0.3254828973843058	0.2981306778476589	NULL	0.2856375770020534	0.32546929824561405
NM_201491	0.29912364532019703	0.334095652173913	0.2783205741626794	0.3325052950075643	0.3374796269023073	0.3837377049180328	0.313140350877193	0.3751164901664145	0.2912256128064032	0.35314049586776863	0.2796154478225144	0.301267776096823	0.25100202429149804	0.3063839285714285	0.22961928512053206	0.2805340393343419	0.3103057729941292	0.35824806201550385	0.3020406698564593	0.3166293494704993	0.2861404816513761	NULL	0.290703213610586	0.2848986384266263
NM_201492	0.3041202263083451	0.30634817813765186	0.3210631720430108	0.2924778761061947	0.36498161244695904	0.3446882591093118	0.40653091397849456	0.3420610619469027	0.3133512494106553	0.32371255060728743	0.35024596774193545	0.2867946902654867	0.2753107024988213	0.2752591093117409	0.3043306451612904	0.2562150442477876	0.3316817538896747	0.3423846153846154	0.3672110215053763	0.3059495575221239	0.3258005657708628	0.33023886639676114	0.3648064516129032	0.2991486725663717
NM_201495	0.2879890770070999	NULL	NULL	0.2987851351351352	0.3600369094488189	0.4325641025641026	0.3208683385579937	0.3747272036474164	0.27539359698681737	0.2269746835443038	0.2676808176100629	0.28158977998580553	0.2507017695295641	0.2479655172413793	0.2275263157894737	0.26030366161616164	0.2914578088578089	0.4273052631578947	0.2864318885448917	0.2845783475783476	0.30195685936151856	0.4050219780219781	0.3059767801857585	0.29438203668564195
NM_201496	0.29296430271299384	0.2699649122807017	0.2755397286821705	0.31736859688195984	0.3399591060389919	0.3808901734104047	0.3233856589147287	0.3511202672605791	0.2858904761904762	0.2720529411764705	0.2850213178294574	0.28950890868596885	0.2550990476190477	0.2635529411764706	0.2516085271317829	0.2575100222717149	0.30394983435873163	0.3619234972677596	0.29692344961240313	0.30021046770601345	0.2888682955899881	NULL	0.29003650586701435	0.28561251504211793
NM_001080013	0.30634919614147915	NULL	0.29614956930305397	0.3532014388489209	0.3587241573033708	0.3297098765432099	0.3551287825475017	0.3855557553956834	0.28555343618513324	0.2572455089820359	0.2817642505277973	0.3134244604316547	0.2596985686219478	0.2641757575757576	0.2546790992258973	0.2840269784172661	0.32070013986013984	0.3052655367231639	0.3146636171710063	0.3564694244604317	0.3063068946188341	0.3257470588235294	0.2931428571428571	0.36765107913669065
NM_001080014	0.3070148462354189	NULL	0.3000581232492997	0.3287052401746725	0.3508749407863572	NULL	0.3538569682151589	0.3406965065502183	NULL	NULL	NULL	0.2899475982532751	NULL	NULL	NULL	0.2500395348837209	0.2671970046082949	NULL	0.27103565891472864	0.25609417040358745	NULL	NULL	NULL	NULL
NM_001080015	0.3074615171650055	0.2827257617728532	0.30180089408528193	0.3814868804664724	0.356569098949696	0.3419591280653951	0.3502668500687758	0.4256326530612245	0.28706327714838353	0.30741847826086954	0.2819638927097662	0.30845772594752185	0.2610124309392265	0.2365691056910569	0.2584810866574966	0.3087696793002916	0.319875483158476	0.3143450134770889	0.3189814305364512	0.33343731778425656	0.2976686014372582	0.2752779291553133	0.29582806052269606	0.3372303206997085
NM_001080017	0.31064932404752155	NULL	0.30171899224806203	0.3595411140583554	0.35882156561780504	NULL	0.35377136363636363	0.3778328912466843	NULL	NULL	NULL	0.29220689655172416	0.26248448687350834	NULL	NULL	0.28351724137931034	0.29206661562021435	NULL	0.28835772727272724	0.30410079575596816	NULL	NULL	NULL	0.2573649851632047
NM_001328059	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2770586979722519	0.2789980891719745	NULL	0.27581920903954804	NULL	NULL	NULL	NULL	NULL
NM_001017401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.21278932178932186	NULL	0.21203649635036492	NULL	NULL	NULL	0.24961661341853034	NULL	NULL	NULL	NULL	NULL
NM_001017400	0.2547741935483871	NULL	0.2299043321299639	0.2792900355871886	0.32928189116859946	NULL	0.3462808586762075	0.312373665480427	0.2356821428571429	NULL	0.23148566308243726	0.2398487544483986	0.20114692787177205	NULL	0.18619429590017825	0.2160729537366548	0.25367971530249106	NULL	0.2515017793594306	0.2558576512455516	0.2456472945891784	NULL	0.2385728952772074	0.2523894324853229
NM_198809	0.2408650586701434	0.3535	0.22118937125748506	0.3878534482758621	0.2997172369270497	0.4205876288659793	0.2816714071856287	0.4064827586206897	0.2292173350582148	0.2677659574468085	0.21970209580838326	0.3075689655172413	0.20657942122186496	0.3413300970873788	0.18803517964071853	0.3005086206896552	0.2415	0.3531538461538461	0.2313959580838323	0.25776724137931034	0.2708844647519582	0.460625	0.2552080838323353	0.3205775862068965
NM_198808	NULL	NULL	NULL	0.2970330760749724	NULL	NULL	NULL	0.3473995381062356	NULL	NULL	NULL	0.27742585551330795	NULL	NULL	NULL	0.2578612440191388	0.29159599254426843	NULL	0.27807043650793645	0.3034375	0.2909770755885998	NULL	NULL	0.2974908565928777
NM_001013538	0.3029084853750361	0.3047151335311573	0.29523327386262266	0.3219004576659039	0.34206450679780165	0.3590381231671554	0.3446512042818912	0.3288066361556064	0.2799418604651163	0.283966049382716	0.2761623550401427	0.28814530892448514	0.2479570917759237	0.251015444015444	0.2414129554655871	0.26369565217391305	0.3061252531096327	0.3371700879765396	0.309992863514719	0.284091533180778	0.28593410041841005	NULL	0.28405225125069483	0.29597482837528605
NM_001013537	0.3000762160091919	0.2751024096385542	0.29270776255707764	0.3246868686868687	0.3532183024799162	0.3597061403508772	0.3418048403707518	0.38306782106782106	0.2783867403314917	0.2730748898678414	0.2758278551532033	0.28675468975468976	0.2511094257854821	0.2742279792746114	0.24538874137015398	0.26021500721500723	0.3114721059972106	0.3220600858369098	0.30744181256436665	0.3192063492063492	NULL	NULL	NULL	0.2809778672032193
NM_198804	0.3050587703435805	NULL	0.2851404199475065	0.3284271844660194	0.3608425760286225	0.5424042553191489	0.33248687664042	0.4031521035598705	0.2977301161751564	0.4331458333333333	0.28085433070866145	0.3183106796116505	0.26404355555555553	0.44022222222222224	0.2430918635170604	0.2849223300970874	0.3254693333333333	0.4944814814814815	0.30884383202099736	0.3369320388349515	NULL	NULL	NULL	NULL
NM_198807	0.2965497512437811	0.3586551724137931	0.2943521126760563	0.29794736842105257	0.34201782752902155	0.3653448275862069	0.3602336984872196	0.2590137299771167	0.2711070095396101	0.2305263157894737	0.286113197704747	0.2105720823798627	0.2294299336650083	0.2561206896551724	0.234660928534168	0.20294050343249428	0.29593573797678274	0.3199827586206896	0.3126322378716745	0.2195011441647597	0.2682811120917917	NULL	0.2844477856752323	0.20061784897025176
NM_198806	0.3019677419354839	0.27680000000000005	0.3048233256351039	0.2997010489510489	0.3423197223356472	0.3230620689655173	0.3442326789838337	0.3414090909090909	0.28384197631686403	0.2632275862068965	0.29178464203233256	0.2650174825174825	0.2533462637811351	0.2362275862068965	0.2579636258660508	0.24370454545454545	0.3092425479787669	0.3191655172413793	0.32149191685912243	0.2696363636363637	0.3090155165373622	0.36581379310344825	0.3228775981524249	0.25264335664335663
NM_001013533	0.3074757822546079	0.2619220779220779	0.2925042253521127	0.32380856423173804	0.3529605657951136	0.3566753246753247	0.34810140845070425	0.3570654911838791	0.2826789541363052	0.27705194805194805	0.2687511737089202	0.29549706129303105	0.24832661808829834	0.20996103896103896	0.2329887323943662	0.2645222502099077	0.3200205743677668	0.2955714285714286	0.3340816901408451	0.3090277078085642	0.3143197599657094	0.31829870129870125	0.3136084507042253	0.3146985726280436
NM_001013531	NULL	NULL	NULL	NULL	0.3318331688055281	NULL	0.322828231292517	0.3300348258706467	0.2733282258064516	0.25951622418879056	0.2717585714285714	0.302089552238806	0.2511283382789317	0.25853086419753085	0.24530727762803234	0.25770149253731345	0.3124316446911867	0.3208453815261044	0.3046118598382749	0.32045273631840804	NULL	NULL	NULL	NULL
NM_198802	0.3206864501679731	0.4193690476190477	0.3016660231660232	0.3378273273273273	0.3464361702127659	0.6219523809523809	0.3231805019305019	0.34786186186186185	0.28452977528089884	0.3682692307692307	0.2811023166023166	0.28005405405405404	0.26908825182686896	0.3993506493506493	0.2558108108108109	0.2746816816816817	0.2927254901960784	0.5066746987951808	0.2788021235521235	0.2877207207207207	0.29169736103312743	0.4214810126582278	0.2887635135135135	0.2808663663663664
NM_001014813	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.26343874172185433	NULL	NULL	NULL	NULL
NM_001014815	0.29790964261631825	NULL	0.27317246376811594	0.32337414965986394	0.33767552775605936	NULL	0.30112477396021703	0.3687155172413793	NULL	NULL	NULL	NULL	0.25483703703703703	NULL	0.23611160714285714	0.2757019867549669	0.2975903846153846	0.2939220779220779	0.28318926553672313	0.3111109677419355	NULL	NULL	NULL	NULL
NM_001102628	0.16056373937677051	NULL	0.17164951768488745	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.21260204081632653	NULL	0.19794541484716155	NULL	0.20744230769230768	NULL	0.20606976744186045	NULL	0.21443298969072166	NULL	NULL	NULL	NULL	NULL
NM_001102629	0.2860243902439024	0.2595816326530613	0.28369272237196763	0.2920431754874652	0.34480295250320925	0.4049489795918367	0.3664770889487871	0.3141949860724233	0.30181899871630297	0.3442244897959184	0.31440161725067384	0.2830278551532033	0.245176741130092	0.21939795918367344	0.2415155807365439	0.2522952646239554	0.2933428571428571	0.34631632653061223	0.3043236574746009	0.275575208913649	NULL	NULL	NULL	NULL
NM_001014819	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2925693257359924	NULL	0.2925693257359924	NULL	NULL	NULL	NULL	NULL
NM_001243164	0.2887229080932785	NULL	0.2738918918918919	0.30564464023494864	0.32920191649555103	NULL	0.3451820512820512	0.3108986784140969	0.27943068261787474	NULL	0.26762297297297305	0.2922613803230543	0.2498317955997161	NULL	0.23394505494505494	0.2668149779735683	0.2824800550206327	NULL	0.284745148771022	0.2799089574155653	NULL	NULL	NULL	0.2776890459363958
NM_001002649	0.2904904683454931	NULL	0.2714569474665838	0.3590500532481363	0.3416906293063849	0.4119347826086957	0.3218785474519378	0.4005090521831736	0.28352869261477043	NULL	0.2690482689747004	0.3302513312034079	0.24457989568515884	NULL	0.2308672897196262	0.2902903575297941	0.2874920634920635	0.3517333333333333	0.2812566371681416	0.3000705882352941	NULL	NULL	NULL	0.27830615164520744
NM_001002648	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.3079693637077769	0.31099497487437183	0.30575354742345034	0.31031547619047617
NM_001139480	0.3318745247148289	0.3073529411764705	NULL	0.3443340971585701	0.3748520879821486	0.3648291316526611	NULL	0.3893524816176471	0.30963490675990674	0.28206896551724137	0.3040240549828179	0.3166425297891842	0.2754469084268197	0.2908567708333333	0.2593891081294396	0.28205912007332723	0.3347595488336324	0.3723664122137405	0.3113280542986426	0.34222548120989915	0.3245322373490881	0.3388103896103896	0.29757164404223224	0.3383968835930339
NM_001002640	0.3027565470417071	0.3191940298507463	0.2899520348837209	0.3415281690140845	0.3461235521235521	0.3627135922330097	0.3383502906976745	0.3597183098591549	0.28388521400778205	0.29594949494949496	0.2818575581395349	0.27688732394366194	0.2420657640232108	0.26387745098039217	0.23265261627906975	0.25633802816901397	0.2919034749034749	0.31902912621359225	0.29054796511627906	0.2591197183098592	NULL	NULL	NULL	NULL
NM_001002645	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.24756250000000005	NULL	NULL	NULL	0.3033255813953488	NULL	NULL	NULL	NULL
NM_001017542	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2496031904287139	NULL	0.2467479423868313	NULL	NULL	NULL	NULL	NULL
NM_207091	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.23141945945945944	NULL	0.2300784	0.226271551724138	0.2730460021905805	0.2316509433962264	0.27046945337620576	0.30542702702702695	NULL	NULL	NULL	NULL
NM_207090	0.2545886745488488	NULL	0.22365273775216135	0.2808658256880734	0.3069388888888889	NULL	0.2776403162055336	0.3368730158730159	0.2487714067278288	NULL	NULL	0.2628054607508533	0.2193628792385485	NULL	0.21039165545087488	0.2278635346756152	0.2436744593804793	0.26487931034482753	0.2325243741765481	0.2517651006711409	0.2509243167484233	NULL	0.2439877192982456	0.2586461916461917
NM_131867	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2531871657754011	0.2477889396245561	0.2033563218390804	0.2458122866894198	0.26392601431980905	0.29090195097548777	0.4403960396039603	0.2956373551465576	0.23975174013921116	0.2886494427558257	0.3826117647058824	0.2929447852760736	0.2547914691943128
NM_131860	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.30152327537857543	0.3609125	0.29768821065230394	NULL	0.3169809630459127	0.3635180722891567	0.3149251944943148	NULL
NM_001079805	0.2932746386333772	0.6112758620689656	0.2761043859649123	0.322600566572238	0.34013779527559057	0.7155161290322579	0.3452719298245614	0.2905920679886686	0.2785484508899143	0.5692916666666666	0.2798535087719298	0.2545665722379604	0.24942810026385226	0.4641304347826088	0.2424078947368421	0.25811048158640226	0.3126489501312336	0.6226451612903225	0.3122245614035088	0.2867960339943343	NULL	NULL	NULL	NULL
NM_001243384	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.23820866141732286	NULL	0.2442645631067961	0.21221875	NULL	NULL	NULL	NULL
NM_001017898	0.3215720524017467	0.3927828282828283	0.30440744368266404	0.3271598694942903	0.3643326027397261	0.4295811518324608	0.3767257590597454	0.3233605220228385	0.30406133625410736	0.24553125	0.3172468168462292	0.30043230016313216	0.2797771679473107	0.2598031914893617	0.2763192948090108	0.29166231647634583	0.32709770742358085	0.3249848484848485	0.33915964740450544	0.3076900489396411	0.3086495301271421	0.3013314285714286	0.3201116552399608	0.29164763458401305
NM_001004111	0.2945260054748368	NULL	0.2844969928922908	0.3281521539871677	0.3471817235636969	NULL	0.3308020777836974	0.4057428571428571	0.2612325358851674	NULL	NULL	0.2811926427879961	0.2443917995444192	NULL	NULL	0.25782102272727275	0.2747137363811151	NULL	0.2690292349726776	0.2950910871694417	NULL	NULL	NULL	NULL
NM_001113629	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.24876164826286026	NULL	0.2501478950246036	NULL	NULL	NULL	NULL	NULL
